;text
42405;Mensajes enviados entre las secretarias del expresidente y la actual jefa de EsSalud evidencian coordinaciones para afrontar la investigación fiscal del mayor escándalo político del gobierno de PPK. El próximo 24 de agosto es una fecha clave para el caso. https://t.co/5itC2wb4XY
14561;Nombre exacto: Coco Raúl Contreras Córdova, exdirector de la DIRESA Junín y muy cercano a Vladimir Cerrón, voceado para asumir la conducción de EsSalud. https://t.co/ZNObRBVT44
07265;Cerrón supervisando hospitales de EsSalud 🙄🙄🙄🙄🙄🙄🙄🙄🙄 https://t.co/KTU2QuIBLr
34080;Fiorella Molinelli miente. Dice q no sabía del trabajo q por por lo bajo hacía el comunicador Manuel Altamirano para ganar licitaciones millonarias. Sra, el señor Altamirano no solo era ASESOR suyo, sino q era muy cercano a ud. Él ha trabajado con ud en Essalud y en el Midis. 1/2 https://t.co/LdrjP3aWpb
41120;🔴 ¡¡¡ATENCIÓN!!! El sentenciado por corrupción y secretario de Perú Libre, Vladimir Cerrón recibe insultos cuando recorre hospital de EsSalud con comitiva sin ser funcionario público. “Sinvergüenza, ya sáquenlo”. https://t.co/6KfGFQZn1p
20002;"Cerrón se pasea por las instalaciones de EsSalud, demostrando que es el presidente y el otro con sombrero su títere. 
Me representa el señor que graba. 👏🏻 https://t.co/CvWaGeYjCL"
43108;Nombre exacto: Coco Raúl Contreras Córdova, exdirector de la DIRESA Junín y muy cercano a Vladimir Cerrón, voceado para asumir la conducción de EsSalud. https://t.co/ZNObRBVT44
68387;"Ahora se entiende que hacia EL en las instalaciones de EsSalud.

EL = El que no debe ser nombrado. https://t.co/OEBAS3LUjC"
63522;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
51523;"@FrancoSalinasL @VLADIMIR_CERRON @EsSaludPeru @FioreMolinelli @MTPE_Peru Alli documento del 27 julio 2021 16:10pm , molinelli solicita contratar servicio de defensa a favor de ella , ese mismo día  17:45 pm le aprueban q  essalud le PAGARA  defensa a favor de ella.
¡¡Con dinero de Essalud Molinelli pagara su abogado !!! https://t.co/uae5LihEE0"
54309;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
68835;@Epicentro_TV @EsSaludPeru @VLADIMIR_CERRON Que bien ojalá pongan a un buen gestor en Essalud y está entidad mejore atención sea una realidad las historias clínicas vía web y trabajadores de salud dejen de robarle al país equipos, medicinas y materiales ya estamos hartos
70499;@Capacapo3 Es que también es el portero de essalud.
68549;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
71712;"🎙""El gabinete ya está completo, ¿será sostenible el gobierno de Castillo? Y las denuncias por corrupción de Essalud"".

@DavidRiveraDa , @ale_ames y @paolobenza 

Debate 187, 👇

🔗https://t.co/osIUyCHlEP"
86465;Mensajes enviados entre las secretarias del expresidente y la actual jefa de EsSalud evidencian coordinaciones para afrontar la investigación fiscal del mayor escándalo político del gobierno de PPK. El próximo 24 de agosto es una fecha clave para el caso. https://t.co/5itC2wb4XY
17604;🔴 ¡¡¡ATENCIÓN!!! El sentenciado por corrupción y secretario de Perú Libre, Vladimir Cerrón recibe insultos cuando recorre hospital de EsSalud con comitiva sin ser funcionario público. “Sinvergüenza, ya sáquenlo”. https://t.co/6KfGFQZn1p
95461;El presidente Cerron visitando Essalud https://t.co/Qt7vJnPTM4
48099;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
51081;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
27266;¿Qué labor cumplía Paola Ugaz en ESSALUD?
41475;El presidente Cerron visitando Essalud https://t.co/Qt7vJnPTM4
20320;El presidente Cerron visitando Essalud https://t.co/Qt7vJnPTM4
50208;"Club de las Farmacéuticas pagaba sobornos en EsSalud para obtener millonarios contratos en plena pandemia del Covid-19. Hasta los involucrados decían que ""todo está podrido"".

https://t.co/WMOiHHSqQf https://t.co/WeVTIMMK9d"
21540;@Epicentro_TV @EsSaludPeru @VLADIMIR_CERRON Entevistaron a los medicos de Essalud k estuvieron Al lado de Cerron?,  Cual es la razon k estaban detras?. Y Si el presidente no va a la vacuna, la vacuna deberia ir Al presidente, transmision en vivo, hora estelar X algun canal para seguidores y opositores
98053;En ESSALUD volaban los millones de soles en compras sobrevaloradas y de bienes inservibles, pero Fiorella Molinelli sale en TV diciendo que ella no sabía nada y que alguien la quiere embarrar. Ese mismo cuento ya lo contaron antes.
75458;"La política peruana de siempre. ""vamos a combatir la corrupción decían"". 👇🏻 #essalud https://t.co/tFsMWg9H13"
26277;Nombre exacto: Coco Raúl Contreras Córdova, exdirector de la DIRESA Junín y muy cercano a Vladimir Cerrón, voceado para asumir la conducción de EsSalud. https://t.co/ZNObRBVT44
97216;El presidente Cerron visitando Essalud https://t.co/Qt7vJnPTM4
44206;"Estoy leyendo tanta noticia sobre las variantes del Covid-19 (africana/delta) que lo que más me preocupa es el sector salud y el monitoreo de estos casos…💆🏻‍♀️
Lo peor? aún no tenemos titular de Essalud."
96359;El presidente Cerron visitando Essalud https://t.co/Qt7vJnPTM4
70112;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
76514;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
75110;@rmapalacios A que creen que fue el presidente Cerrón a EsSalud?
23106;En ESSALUD volaban los millones de soles en compras sobrevaloradas y de bienes inservibles, pero Fiorella Molinelli sale en TV diciendo que ella no sabía nada y que alguien la quiere embarrar. Ese mismo cuento ya lo contaron antes.
09825;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
22466;¿Qué labor cumplía Paola Ugaz en ESSALUD?
72384;En ESSALUD volaban los millones de soles en compras sobrevaloradas y de bienes inservibles, pero Fiorella Molinelli sale en TV diciendo que ella no sabía nada y que alguien la quiere embarrar. Ese mismo cuento ya lo contaron antes.
64963;El presidente Cerron visitando Essalud https://t.co/Qt7vJnPTM4
50248;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
93761;Nombre exacto: Coco Raúl Contreras Córdova, exdirector de la DIRESA Junín y muy cercano a Vladimir Cerrón, voceado para asumir la conducción de EsSalud. https://t.co/ZNObRBVT44
96897;Vladimir Cerrón se cree ministro y pasea por las instalaciones del hospital Rebagliati https://t.co/S7ganUdTS6 a través de @peru21noticias
43008;Cerrón supervisando hospitales de Essalud en Lima. Quién es él para hacer esto? https://t.co/HLXemjei1A
02400;@larepublica_pe @tovar_samanez Años y años de ESSALUD y su atención es pésima, no hay citas, no hay camas, no hay medicinas muchos pacientes esperan en pasillos, esto una gestión ineficiente, sus funcionarios estas de adorno, encima sobrecostos producto para proteger a los doctores en pandemia.
99528;"🔴Vladimir Cerrón se cree ministro y pasea por las instalaciones del hospital Rebagliati

🚨El dueño de Perú Libre paseó por los pabellones del hospital de EsSalud acompañado por miembros del mismo nosocomio.

📱 Más información en https://t.co/M3KVsgxsiz https://t.co/tyUZut3Pe1"
78466;Humm quien vemos paseando por essalud al portero !!! https://t.co/aJyQoNjI8c
56871;@Epicentro_TV @EsSaludPeru @FioreMolinelli Porqué el poder Ejecutivo nombra al presidente de ESSALUD si somos los asegurados quienes aportamos? El dinero de ESSALUD no sale de las arcas fiscales. Al contrario son las entidades estatales las principales deuforas morosas.
28288;🔴 ¡¡¡ATENCIÓN!!! El sentenciado por corrupción y secretario de Perú Libre, Vladimir Cerrón recibe insultos cuando recorre hospital de EsSalud con comitiva sin ser funcionario público. “Sinvergüenza, ya sáquenlo”. https://t.co/6KfGFQZn1p
61192;El presidente Cerron visitando Essalud https://t.co/Qt7vJnPTM4
37056;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
60996;Mensajes enviados entre las secretarias del expresidente y la actual jefa de EsSalud evidencian coordinaciones para afrontar la investigación fiscal del mayor escándalo político del gobierno de PPK. El próximo 24 de agosto es una fecha clave para el caso. https://t.co/5itC2wb4XY
89696;Nombre exacto: Coco Raúl Contreras Córdova, exdirector de la DIRESA Junín y muy cercano a Vladimir Cerrón, voceado para asumir la conducción de EsSalud. https://t.co/ZNObRBVT44
90018;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
21633;Nombre exacto: Coco Raúl Contreras Córdova, exdirector de la DIRESA Junín y muy cercano a Vladimir Cerrón, voceado para asumir la conducción de EsSalud. https://t.co/ZNObRBVT44
65475;@PlanetaLibrosPE @cparedesr Y sobre la corrupción de ESSALUD se ha quedado mudo este lagartija de periodista.A su intima Molinelli no la toca
02016;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
96229;Nombre exacto: Coco Raúl Contreras Córdova, exdirector de la DIRESA Junín y muy cercano a Vladimir Cerrón, voceado para asumir la conducción de EsSalud. https://t.co/ZNObRBVT44
16611;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
14721;"👉🏾 En los correos se muestra cómo Martín Vizcarra y la hoy jefa de EsSalud, Fiorella Molinelli, coordinan para afrontar la investigación fiscal del mayor escándalo político del gobierno de Pedro Pablo Kuczynski.

Suscríbete y accede a la publicación.

https://t.co/ZfGdMXUAB3"
16448;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
92932;Cerrón supervisando hospitales de Essalud en Lima. Quién es él para hacer esto? https://t.co/HLXemjei1A
20358;Mensajes enviados entre las secretarias del expresidente y la actual jefa de EsSalud evidencian coordinaciones para afrontar la investigación fiscal del mayor escándalo político del gobierno de PPK. El próximo 24 de agosto es una fecha clave para el caso. https://t.co/5itC2wb4XY
71360;Mensajes enviados entre las secretarias del expresidente y la actual jefa de EsSalud evidencian coordinaciones para afrontar la investigación fiscal del mayor escándalo político del gobierno de PPK. El próximo 24 de agosto es una fecha clave para el caso. https://t.co/5itC2wb4XY
75235;¿Qué labor cumplía Paola Ugaz en ESSALUD?
71968;"🎙""El gabinete ya está completo, ¿será sostenible el gobierno de Castillo? Y las denuncias por corrupción de Essalud"".

@DavidRiveraDa , @ale_ames y @paolobenza 

Debate 187, 👇

🔗https://t.co/osIUyCHlEP"
26816;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
22496;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
37380;"👉🏾 En los correos se muestra cómo Martín Vizcarra y la hoy jefa de EsSalud, Fiorella Molinelli, coordinan para afrontar la investigación fiscal del mayor escándalo político del gobierno de Pedro Pablo Kuczynski.

Suscríbete y accede a la publicación.

https://t.co/ZfGdMXUAB3"
56067;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
47179;Mensajes enviados entre las secretarias del expresidente y la actual jefa de EsSalud evidencian coordinaciones para afrontar la investigación fiscal del mayor escándalo político del gobierno de PPK. El próximo 24 de agosto es una fecha clave para el caso. https://t.co/5itC2wb4XY
98054;Fiorella Molinelli miente. Dice q no sabía del trabajo q por por lo bajo hacía el comunicador Manuel Altamirano para ganar licitaciones millonarias. Sra, el señor Altamirano no solo era ASESOR suyo, sino q era muy cercano a ud. Él ha trabajado con ud en Essalud y en el Midis. 1/2 https://t.co/LdrjP3aWpb
79459;Nombre exacto: Coco Raúl Contreras Córdova, exdirector de la DIRESA Junín y muy cercano a Vladimir Cerrón, voceado para asumir la conducción de EsSalud. https://t.co/ZNObRBVT44
08576;"Club de las Farmacéuticas pagaba sobornos en EsSalud para obtener millonarios contratos en plena pandemia del Covid-19. Hasta los involucrados decían que ""todo está podrido"".

https://t.co/WMOiHHSqQf https://t.co/WeVTIMMK9d"
15488;@jgodoym Cómo es posible que Perú Libre nombre de jefe de Essalud a alguien de su confianza, debe poner a alguien allegado a la mafia fujifascista. Así es, no?
45924;Nombre exacto: Coco Raúl Contreras Córdova, exdirector de la DIRESA Junín y muy cercano a Vladimir Cerrón, voceado para asumir la conducción de EsSalud. https://t.co/ZNObRBVT44
47299;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
65024;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
45218;@whuacasi se van a levantar en peso a essalud, terrible...
10856;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
18987;"🔴Vladimir Cerrón se cree ministro y pasea por las instalaciones del hospital Rebagliati

🚨El dueño de Perú Libre paseó por los pabellones del hospital de EsSalud acompañado por miembros del mismo nosocomio.

📱 Más información en https://t.co/M3KVsgxsiz https://t.co/tyUZut3Pe1"
48001;🔴 ¡¡¡ATENCIÓN!!! El sentenciado por corrupción y secretario de Perú Libre, Vladimir Cerrón recibe insultos cuando recorre hospital de EsSalud con comitiva sin ser funcionario público. “Sinvergüenza, ya sáquenlo”. https://t.co/6KfGFQZn1p
83652;Disculpen pero estos ya parecen del partido de la estrella. No pierden la oportunidad de hacer festín con EsSalud. https://t.co/HyNdQZqqqh
73572;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
45929;Fiorella Molinelli miente. Dice q no sabía del trabajo q por por lo bajo hacía el comunicador Manuel Altamirano para ganar licitaciones millonarias. Sra, el señor Altamirano no solo era ASESOR suyo, sino q era muy cercano a ud. Él ha trabajado con ud en Essalud y en el Midis. 1/2 https://t.co/LdrjP3aWpb
92097;El”Portero Mentiroso “Vladimiro Cerrón,ingresó a las instalaciones del Hospital de EsSalud “Edgardo Rebagliati Martins”,cómo si fuera el Ministro de Salud,Ceballos,generando la indignación de los pacientes quiénes se sintieron agredidos en su intimidad,pues no lo reconocen.
97793;@jgodoym Cómo es posible que Perú Libre nombre de jefe de Essalud a alguien de su confianza, debe poner a alguien allegado a la mafia fujifascista. Así es, no?
10663;"Punto 4 del plan (ver tweet fijado) reemplazar la burocracia. Ya ocurrió en Provias (recién titulada allegada de Cerron), ahora viene Essalud. De acá en adelante toda acción tiene que tener un fin político (esto incluye corrupción para financiar la ""revolución""). https://t.co/vCoBw2qGui"
92034;@jgodoym Cómo es posible que Perú Libre nombre de jefe de Essalud a alguien de su confianza, debe poner a alguien allegado a la mafia fujifascista. Así es, no?
86690;"🔴Vladimir Cerrón se cree ministro y pasea por las instalaciones del hospital Rebagliati

🚨El dueño de Perú Libre paseó por los pabellones del hospital de EsSalud acompañado por miembros del mismo nosocomio.

📱 Más información en https://t.co/M3KVsgxsiz https://t.co/tyUZut3Pe1"
08870;Vladimir Cerrón se cree ministro y pasea por las instalaciones del hospital Rebagliati https://t.co/GTogsF9CkD
06720;los malditos de EsSalud ? ... https://t.co/fQ2LOWUJV4
71680;Nombre exacto: Coco Raúl Contreras Córdova, exdirector de la DIRESA Junín y muy cercano a Vladimir Cerrón, voceado para asumir la conducción de EsSalud. https://t.co/ZNObRBVT44
73058;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
38088;"🔴Vladimir Cerrón se cree ministro y pasea por las instalaciones del hospital Rebagliati

🚨El dueño de Perú Libre paseó por los pabellones del hospital de EsSalud acompañado por miembros del mismo nosocomio.

📱 Más información en https://t.co/M3KVsgxsiz https://t.co/tyUZut3Pe1"
33537;"Trayectoria de Molinelli

Asesora de Osinergmin 2006-2013 
Asesora de la Presidencia del Congreso -2012
Asesora MEF 2013-2014
Directora Indecopi
Viceministra MTC 2016
Viceministra Vivienda 2017
Ministra MIDIS
Presidenta Essalud

Chevere no?"
30817;"🔴Vladimir Cerrón se cree ministro y pasea por las instalaciones del hospital Rebagliati

🚨El dueño de Perú Libre paseó por los pabellones del hospital de EsSalud acompañado por miembros del mismo nosocomio.

📱 Más información en https://t.co/M3KVsgxsiz https://t.co/tyUZut3Pe1"
89031;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
52832;"@FrancoSalinasL @VLADIMIR_CERRON @EsSaludPeru @FioreMolinelli @MTPE_Peru Alli documento del 27 julio 2021 16:10pm , molinelli solicita contratar servicio de defensa a favor de ella , ese mismo día  17:45 pm le aprueban q  essalud le PAGARA  defensa a favor de ella.
¡¡Con dinero de Essalud Molinelli pagara su abogado !!! https://t.co/uae5LihEE0"
93443;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
48961;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
88800;Mensajes enviados entre las secretarias del expresidente y la actual jefa de EsSalud evidencian coordinaciones para afrontar la investigación fiscal del mayor escándalo político del gobierno de PPK. El próximo 24 de agosto es una fecha clave para el caso. https://t.co/5itC2wb4XY
60737;@jgodoym Alguien sabe de quien depende los nombramientos de Essalud?. Del Minsa? o del mismo presidente?.
38018;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
59299;"🔴Vladimir Cerrón se cree ministro y pasea por las instalaciones del hospital Rebagliati

🚨El dueño de Perú Libre paseó por los pabellones del hospital de EsSalud acompañado por miembros del mismo nosocomio.

📱 Más información en https://t.co/M3KVsgxsiz https://t.co/tyUZut3Pe1"
07043;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
39077;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
92291;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
75297;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
40011;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
29034;Mensajes enviados entre las secretarias del expresidente y la actual jefa de EsSalud evidencian coordinaciones para afrontar la investigación fiscal del mayor escándalo político del gobierno de PPK. El próximo 24 de agosto es una fecha clave para el caso. https://t.co/5itC2wb4XY
59781;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
49640;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
71975;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
39914;Mucho ojo. Salud es un sector donde Cerron quiere tener peso. Y dado lo ocurrido en Essalud, más ojo aún https://t.co/ugyP8w7tS0
80160;@JoseCuetoAservi En serio, pero si es el presidente e facto, se pasea por essalud, y entra al congreso @PolloFarsantePe
10209;¿Por qué nadie cuestiona que Moninelli siga siendo presidenta de EsSalud?¿Por qué no salen los indignados pidiendo su salida inmediata?¿Por qué los medios no le dedican horas y páginas enteras?¿Por qué piden la salida de otros funcionarios solo por papeletas pero callan con ella? https://t.co/Btqu16aBaN
69572;"#Constitucional • Jueza ordena a EsSalud entregar medicamento vital a paciente con cáncer [Exp. 00174-2021]
___________________
📌 Detalles aquí ► https://t.co/zmmaGoO1TO https://t.co/AbKYGChHSl"
88584;En ESSALUD volaban los millones de soles en compras sobrevaloradas y de bienes inservibles, pero Fiorella Molinelli sale en TV diciendo que ella no sabía nada y que alguien la quiere embarrar. Ese mismo cuento ya lo contaron antes.
53027;Fiorella Molinelli miente. Dice q no sabía del trabajo q por por lo bajo hacía el comunicador Manuel Altamirano para ganar licitaciones millonarias. Sra, el señor Altamirano no solo era ASESOR suyo, sino q era muy cercano a ud. Él ha trabajado con ud en Essalud y en el Midis. 1/2 https://t.co/LdrjP3aWpb
55072;"Club de las Farmacéuticas pagaba sobornos en EsSalud para obtener millonarios contratos en plena pandemia del Covid-19. Hasta los involucrados decían que ""todo está podrido"".

https://t.co/WMOiHHSqQf https://t.co/WeVTIMMK9d"
92897;En ESSALUD volaban los millones de soles en compras sobrevaloradas y de bienes inservibles, pero Fiorella Molinelli sale en TV diciendo que ella no sabía nada y que alguien la quiere embarrar. Ese mismo cuento ya lo contaron antes.
